,t_199,t_198,t_197,t_196,t_195,t_194,t_193,t_192,t_191,t_190,t_189,t_188,t_187,t_186,t_185,t_184,t_183,t_182,t_181,t_180,t_179,t_178,t_177,t_176,t_175,t_174,t_173,t_172,t_171,t_170,t_169,t_168,t_167,t_166,t_165,t_164,t_163,t_162,t_161,t_160,t_159,t_158,t_157,t_156,t_155,t_154,t_153,t_152,t_151,t_150,t_149,t_148,t_147,t_146,t_145,t_144,t_143,t_142,t_141,t_140,t_139,t_138,t_137,t_136,t_135,t_134,t_133,t_132,t_131,t_130,t_129,t_128,t_127,t_126,t_125,t_124,t_123,t_122,t_121,t_120,t_119,t_118,t_117,t_116,t_115,t_114,t_113,t_112,t_111,t_110,t_109,t_108,t_107,t_106,t_105,t_104,t_103,t_102,t_101,t_100,t_99,t_98,t_97,t_96,t_95,t_94,t_93,t_92,t_91,t_90,t_89,t_88,t_87,t_86,t_85,t_84,t_83,t_82,t_81,t_80,t_79,t_78,t_77,t_76,t_75,t_74,t_73,t_72,t_71,t_70,t_69,t_68,t_67,t_66,t_65,t_64,t_63,t_62,t_61,t_60,t_59,t_58,t_57,t_56,t_55,t_54,t_53,t_52,t_51,t_50,t_49,t_48,t_47,t_46,t_45,t_44,t_43,t_42,t_41,t_40,t_39,t_38,t_37,t_36,t_35,t_34,t_33,t_32,t_31,t_30,t_29,t_28,t_27,t_26,t_25,t_24,t_23,t_22,t_21,t_20,t_19,t_18,t_17,t_16,t_15,t_14,t_13,t_12,t_11,t_10,t_9,t_8,t_7,t_6,t_5,t_4,t_3,t_2,t_1,t_0
t_91,1.295703125,1.295703125,1.294921875,1.293359375,1.291796875,1.2908203125,1.2873046875,1.2857421875,1.2828125,1.2814453125,1.279296875,1.276953125,1.274609375,1.273046875,1.2708984375,1.2689453125,1.266796875,1.264453125,1.2625,1.26015625,1.258203125,1.2560546875,1.2533203125,1.250390625,1.249609375,1.246484375,1.245703125,1.24296875,1.240625,1.23828125,1.2353515625,1.23359375,1.2314453125,1.2279296875,1.225390625,1.2224609375,1.2193359375,1.2158203125,1.212890625,1.208984375,1.2044921875,1.200390625,1.195703125,1.1923828125,1.186328125,1.1814453125,1.175,1.169921875,1.16328125,1.157421875,1.15078125,1.1435546875,1.1361328125,1.1279296875,1.1203125,1.111328125,1.102734375,1.094140625,1.0849609375,1.0755859375,1.066015625,1.0572265625,1.046875,1.0365234375,1.0263671875,1.0158203125,1.0046875,0.9921875,0.981640625,0.9689453125,0.9560546875,0.9421875,0.9296875,0.9173828125,0.90234375,0.889453125,0.87421875,0.8587890625,0.8435546875,0.8271484375,0.81015625,0.79248046875,0.77265625,0.754296875,0.73447265625,0.71376953125,0.69150390625,0.6693359375,0.64619140625,0.6228515625,0.59931640625,0.57275390625,0.5455078125,0.51630859375,0.488671875,0.458203125,0.42607421875,0.3953125,0.36162109375,0.3275390625,0.293798828125,0.25703125,0.22080078125,0.184375,0.1495361328125,0.1115234375,0.073583984375,0.0379150390625,0.0,0.03680419921875,0.07354736328125,0.1104736328125,0.1462890625,0.18173828125,0.215478515625,0.24736328125,0.27900390625,0.30986328125,0.34013671875,0.368212890625,0.395703125,0.42255859375,0.44814453125,0.4724609375,0.496484375,0.51923828125,0.540234375,0.5609375,0.5814453125,0.60048828125,0.618359375,0.6359375,0.65322265625,0.669140625,0.6841796875,0.698828125,0.71298828125,0.72646484375,0.73955078125,0.75244140625,0.7642578125,0.7751953125,0.786328125,0.79697265625,0.80732421875,0.8169921875,0.826171875,0.8353515625,0.8439453125,0.8525390625,0.8607421875,0.868359375,0.8755859375,0.882421875,0.889453125,0.8962890625,0.9025390625,0.9087890625,0.91484375,0.9203125,0.92578125,0.93125,0.93671875,0.9416015625,0.9466796875,0.9509765625,0.9556640625,0.96015625,0.9646484375,0.96875,0.97265625,0.976953125,0.9806640625,0.9845703125,0.9880859375,0.991796875,0.9955078125,0.9986328125,1.0017578125,1.0052734375,1.0087890625,1.01171875,1.01484375,1.01796875,1.0212890625,1.0240234375,1.026953125,1.030078125,1.0328125,1.0357421875,1.0384765625,1.0416015625,1.0447265625,1.0470703125,1.0501953125,1.0529296875,1.0560546875,1.0591796875,1.0625,1.0662109375
t_90,1.299609375,1.299609375,1.298828125,1.2970703125,1.2953125,1.2943359375,1.2912109375,1.289453125,1.2865234375,1.2857421875,1.2833984375,1.280859375,1.278515625,1.27734375,1.2751953125,1.2732421875,1.27109375,1.26875,1.2669921875,1.26484375,1.2625,1.260546875,1.2578125,1.255078125,1.254296875,1.2517578125,1.250390625,1.24765625,1.2458984375,1.243359375,1.240625,1.2388671875,1.23671875,1.23359375,1.2306640625,1.2283203125,1.225,1.2216796875,1.2185546875,1.21484375,1.2107421875,1.2064453125,1.2021484375,1.198828125,1.19296875,1.187890625,1.1822265625,1.176953125,1.1703125,1.1646484375,1.1583984375,1.1509765625,1.14375,1.1361328125,1.128515625,1.119921875,1.1115234375,1.1029296875,1.094140625,1.08515625,1.07578125,1.0669921875,1.0572265625,1.0470703125,1.0369140625,1.0265625,1.015625,1.0037109375,0.993359375,0.98125,0.96875,0.95546875,0.9431640625,0.93125,0.91640625,0.9037109375,0.8892578125,0.87421875,0.859375,0.8435546875,0.8271484375,0.8099609375,0.79091796875,0.773046875,0.75390625,0.73388671875,0.712109375,0.69072265625,0.66845703125,0.64580078125,0.623046875,0.597265625,0.5708984375,0.54248046875,0.5158203125,0.486328125,0.4552734375,0.4251953125,0.39248046875,0.35927734375,0.326416015625,0.2904296875,0.25498046875,0.21923828125,0.1849609375,0.1474365234375,0.109912109375,0.0744140625,0.03680419921875,0.0,0.03699951171875,0.07415771484375,0.1103271484375,0.1462890625,0.180615234375,0.213134765625,0.245361328125,0.277001953125,0.308056640625,0.3369140625,0.365234375,0.39287109375,0.41923828125,0.44443359375,0.469140625,0.492578125,0.51455078125,0.53583984375,0.55703125,0.57685546875,0.5955078125,0.61376953125,0.63154296875,0.648046875,0.663671875,0.67880859375,0.6935546875,0.707421875,0.7208984375,0.7341796875,0.746484375,0.7580078125,0.76943359375,0.78037109375,0.7912109375,0.80107421875,0.810546875,0.8203125,0.82890625,0.837890625,0.8462890625,0.854296875,0.8619140625,0.8693359375,0.876171875,0.883203125,0.8896484375,0.89609375,0.90234375,0.9083984375,0.9138671875,0.91953125,0.925,0.930078125,0.9349609375,0.93984375,0.9447265625,0.94921875,0.9537109375,0.9583984375,0.962109375,0.9666015625,0.9705078125,0.9744140625,0.9783203125,0.981640625,0.985546875,0.9892578125,0.992578125,0.99609375,0.9994140625,1.002734375,1.005859375,1.0091796875,1.0123046875,1.015234375,1.0181640625,1.021484375,1.0244140625,1.0271484375,1.03046875,1.033203125,1.0361328125,1.0392578125,1.0423828125,1.0453125,1.0486328125,1.0515625,1.0552734375,1.0591796875
t_89,1.302734375,1.303125,1.30234375,1.3005859375,1.2990234375,1.298046875,1.2951171875,1.29296875,1.2904296875,1.2892578125,1.2873046875,1.2845703125,1.2828125,1.2814453125,1.2791015625,1.2775390625,1.275,1.2732421875,1.2712890625,1.26875,1.2671875,1.26484375,1.2623046875,1.2599609375,1.25859375,1.2560546875,1.2552734375,1.2525390625,1.25078125,1.2484375,1.2455078125,1.2439453125,1.241796875,1.238671875,1.2361328125,1.23359375,1.23046875,1.226953125,1.2240234375,1.220703125,1.21640625,1.2125,1.2083984375,1.2048828125,1.1994140625,1.1943359375,1.188671875,1.183984375,1.1771484375,1.171875,1.165625,1.1583984375,1.1515625,1.1439453125,1.1365234375,1.1279296875,1.119921875,1.1115234375,1.103125,1.094140625,1.0853515625,1.0767578125,1.0669921875,1.05703125,1.0474609375,1.0375,1.0265625,1.0150390625,1.0052734375,0.993359375,0.9810546875,0.96796875,0.9560546875,0.9443359375,0.930078125,0.91796875,0.90390625,0.889453125,0.8748046875,0.8595703125,0.8435546875,0.8271484375,0.80859375,0.79130859375,0.77275390625,0.75341796875,0.7322265625,0.71171875,0.6900390625,0.6681640625,0.64599609375,0.6208984375,0.5955078125,0.5681640625,0.54228515625,0.5134765625,0.48349609375,0.45439453125,0.4224609375,0.390185546875,0.358154296875,0.32314453125,0.288525390625,0.253466796875,0.21982421875,0.182958984375,0.1458984375,0.1107666015625,0.07354736328125,0.03699951171875,0.0,0.037579345703125,0.0740478515625,0.1103759765625,0.1451904296875,0.1782470703125,0.2111328125,0.243505859375,0.275244140625,0.3048828125,0.333984375,0.36240234375,0.3896484375,0.415625,0.4412109375,0.4654296875,0.4880859375,0.51015625,0.53212890625,0.5525390625,0.5716796875,0.59072265625,0.6091796875,0.6263671875,0.64248046875,0.65810546875,0.67353515625,0.68798828125,0.701953125,0.715625,0.72841796875,0.74013671875,0.7521484375,0.7634765625,0.774609375,0.7849609375,0.79482421875,0.8046875,0.813671875,0.823046875,0.8314453125,0.8400390625,0.8478515625,0.85546875,0.8626953125,0.8697265625,0.8765625,0.8830078125,0.8896484375,0.895703125,0.9017578125,0.9076171875,0.9130859375,0.918359375,0.9236328125,0.928515625,0.933203125,0.93828125,0.9427734375,0.9474609375,0.9515625,0.9560546875,0.9599609375,0.9642578125,0.9681640625,0.9716796875,0.9755859375,0.9794921875,0.9828125,0.9865234375,0.9900390625,0.993359375,0.9966796875,0.9998046875,1.003125,1.006640625,1.0095703125,1.0126953125,1.016015625,1.0189453125,1.0220703125,1.025,1.0283203125,1.03125,1.0345703125,1.0376953125,1.0408203125,1.044140625,1.0478515625,1.051953125
t_88,1.3064453125,1.3064453125,1.3056640625,1.3041015625,1.3025390625,1.3015625,1.2984375,1.2966796875,1.2943359375,1.29296875,1.2908203125,1.2884765625,1.2861328125,1.2853515625,1.2830078125,1.28125,1.279296875,1.27734375,1.275390625,1.2732421875,1.27109375,1.26953125,1.266796875,1.2642578125,1.2630859375,1.2607421875,1.2599609375,1.25703125,1.2552734375,1.2533203125,1.250390625,1.248828125,1.2470703125,1.24375,1.241015625,1.238671875,1.2359375,1.2322265625,1.2296875,1.226171875,1.2220703125,1.218359375,1.214453125,1.2109375,1.20546875,1.20078125,1.1951171875,1.190234375,1.1837890625,1.178515625,1.1728515625,1.1658203125,1.158984375,1.1513671875,1.1443359375,1.1359375,1.1279296875,1.119921875,1.1115234375,1.1029296875,1.0939453125,1.0859375,1.0765625,1.066796875,1.0576171875,1.0478515625,1.0373046875,1.0259765625,1.01640625,1.005078125,0.9931640625,0.98046875,0.9689453125,0.9576171875,0.94375,0.9318359375,0.918359375,0.904296875,0.8900390625,0.875390625,0.8595703125,0.84375,0.82578125,0.808984375,0.791015625,0.7724609375,0.7521484375,0.73193359375,0.7111328125,0.6900390625,0.6685546875,0.6443359375,0.61982421875,0.5931640625,0.5681640625,0.54033203125,0.51123046875,0.48291015625,0.45205078125,0.420703125,0.3896484375,0.35556640625,0.32177734375,0.287548828125,0.254736328125,0.21845703125,0.18203125,0.1473876953125,0.1104736328125,0.07415771484375,0.037579345703125,0.0,0.036798095703125,0.07332763671875,0.10849609375,0.14208984375,0.17548828125,0.208447265625,0.240869140625,0.2712890625,0.301123046875,0.330419921875,0.3583984375,0.385302734375,0.41162109375,0.43662109375,0.46015625,0.48271484375,0.5056640625,0.52685546875,0.5466796875,0.56630859375,0.585546875,0.6033203125,0.62001953125,0.636328125,0.6521484375,0.6671875,0.68173828125,0.6958984375,0.7091796875,0.721484375,0.73369140625,0.74560546875,0.75712890625,0.76796875,0.77802734375,0.78837890625,0.79765625,0.80732421875,0.81640625,0.824609375,0.8326171875,0.840625,0.8482421875,0.855859375,0.862890625,0.86953125,0.8759765625,0.882421875,0.888671875,0.89453125,0.9005859375,0.9060546875,0.911328125,0.91640625,0.921484375,0.9263671875,0.93125,0.9361328125,0.940234375,0.944921875,0.9490234375,0.9533203125,0.957421875,0.961328125,0.965234375,0.969140625,0.973046875,0.9765625,0.980078125,0.9837890625,0.987109375,0.9904296875,0.9939453125,0.9970703125,1.000390625,1.003515625,1.00703125,1.01015625,1.01328125,1.01640625,1.0197265625,1.0228515625,1.0263671875,1.0294921875,1.0328125,1.036328125,1.0400390625,1.04453125
t_87,1.309765625,1.3099609375,1.3091796875,1.307421875,1.30625,1.3052734375,1.30234375,1.300390625,1.29765625,1.2966796875,1.29453125,1.2923828125,1.290234375,1.2892578125,1.2869140625,1.2853515625,1.283203125,1.28125,1.2794921875,1.27734375,1.2755859375,1.2736328125,1.2712890625,1.2685546875,1.2673828125,1.2654296875,1.264453125,1.26171875,1.2599609375,1.2580078125,1.2556640625,1.2537109375,1.251953125,1.2490234375,1.2462890625,1.2443359375,1.2412109375,1.237890625,1.23515625,1.2318359375,1.2279296875,1.2240234375,1.2201171875,1.216796875,1.211328125,1.2068359375,1.201171875,1.1966796875,1.190625,1.1853515625,1.1796875,1.1728515625,1.166015625,1.15859375,1.1515625,1.1435546875,1.136328125,1.128125,1.1203125,1.11171875,1.102734375,1.094921875,1.0857421875,1.0765625,1.0671875,1.0578125,1.0474609375,1.0365234375,1.02734375,1.016015625,1.0046875,0.9923828125,0.9810546875,0.9701171875,0.9564453125,0.9451171875,0.9318359375,0.9181640625,0.9046875,0.890234375,0.875,0.8595703125,0.8421875,0.8259765625,0.808984375,0.7904296875,0.7708984375,0.7513671875,0.7310546875,0.71064453125,0.68994140625,0.6666015625,0.64267578125,0.6169921875,0.59267578125,0.5658203125,0.5375,0.51025390625,0.48017578125,0.44970703125,0.41953125,0.386328125,0.35341796875,0.320068359375,0.28798828125,0.2525390625,0.216796875,0.1827392578125,0.1462890625,0.1103271484375,0.0740478515625,0.036798095703125,0.0,0.03687744140625,0.072314453125,0.106201171875,0.1401123046875,0.1736083984375,0.206689453125,0.237646484375,0.268310546875,0.29833984375,0.32705078125,0.3546875,0.381787109375,0.407421875,0.43193359375,0.4552734375,0.47900390625,0.50087890625,0.5212890625,0.54169921875,0.56162109375,0.57998046875,0.597265625,0.61435546875,0.6306640625,0.64619140625,0.66123046875,0.6759765625,0.68974609375,0.70244140625,0.715234375,0.7275390625,0.73935546875,0.7505859375,0.76123046875,0.7716796875,0.78154296875,0.79130859375,0.8005859375,0.8091796875,0.8177734375,0.8259765625,0.833984375,0.84140625,0.848828125,0.8556640625,0.8626953125,0.8693359375,0.8755859375,0.881640625,0.887890625,0.893359375,0.898828125,0.9041015625,0.909375,0.9146484375,0.919921875,0.924609375,0.929296875,0.9337890625,0.937890625,0.9423828125,0.9466796875,0.95078125,0.9548828125,0.9587890625,0.9626953125,0.9666015625,0.969921875,0.973828125,0.97734375,0.980859375,0.9845703125,0.9876953125,0.991015625,0.9943359375,0.998046875,1.001171875,1.0046875,1.0076171875,1.011328125,1.0146484375,1.01796875,1.0212890625,1.0248046875,1.0283203125,1.0322265625,1.037109375
t_86,1.3130859375,1.31328125,1.3123046875,1.3109375,1.309375,1.30859375,1.30546875,1.30390625,1.3015625,1.3001953125,1.2984375,1.29609375,1.2939453125,1.292578125,1.291015625,1.289453125,1.287109375,1.28515625,1.28359375,1.2814453125,1.2796875,1.2775390625,1.2751953125,1.2728515625,1.2720703125,1.269921875,1.2685546875,1.26640625,1.2646484375,1.2625,1.26015625,1.2583984375,1.256640625,1.2537109375,1.2513671875,1.2490234375,1.2462890625,1.2431640625,1.2404296875,1.2373046875,1.233203125,1.2296875,1.2255859375,1.2224609375,1.2173828125,1.2130859375,1.2076171875,1.203125,1.1970703125,1.1919921875,1.1861328125,1.1796875,1.1732421875,1.1658203125,1.1591796875,1.1515625,1.1439453125,1.1359375,1.128515625,1.119921875,1.1115234375,1.10390625,1.0947265625,1.0857421875,1.0767578125,1.0673828125,1.0576171875,1.046875,1.037890625,1.026953125,1.0158203125,1.0037109375,0.99296875,0.9822265625,0.969140625,0.958203125,0.9451171875,0.9318359375,0.9185546875,0.9048828125,0.890234375,0.8751953125,0.858203125,0.842578125,0.8255859375,0.8080078125,0.78896484375,0.7701171875,0.75048828125,0.7306640625,0.710546875,0.6880859375,0.66494140625,0.63994140625,0.61640625,0.5904296875,0.5630859375,0.5365234375,0.50751953125,0.4779296875,0.4486328125,0.41650390625,0.384375,0.351953125,0.320654296875,0.28603515625,0.251025390625,0.217578125,0.18173828125,0.1462890625,0.1103759765625,0.07332763671875,0.03687744140625,0.0,0.03585205078125,0.06993408203125,0.1041259765625,0.1381103515625,0.1717041015625,0.2032958984375,0.234619140625,0.265283203125,0.294775390625,0.323095703125,0.351025390625,0.377587890625,0.4025390625,0.426953125,0.4513671875,0.473828125,0.4951171875,0.51611328125,0.53671875,0.55576171875,0.573828125,0.59130859375,0.60830078125,0.62431640625,0.6400390625,0.6552734375,0.66943359375,0.6826171875,0.6958984375,0.70859375,0.72099609375,0.73251953125,0.7435546875,0.7544921875,0.764453125,0.7748046875,0.784375,0.793359375,0.80224609375,0.81083984375,0.8189453125,0.826953125,0.8341796875,0.8416015625,0.8486328125,0.85546875,0.862109375,0.868359375,0.874609375,0.88046875,0.8861328125,0.891796875,0.897265625,0.90234375,0.9076171875,0.9126953125,0.9171875,0.9224609375,0.9267578125,0.9314453125,0.9359375,0.93984375,0.9439453125,0.948046875,0.951953125,0.95625,0.9599609375,0.963671875,0.9671875,0.97109375,0.974609375,0.978125,0.9814453125,0.98515625,0.9888671875,0.9919921875,0.9955078125,0.9990234375,1.00234375,1.0056640625,1.009375,1.0126953125,1.0166015625,1.0201171875,1.02421875,1.029296875
t_85,1.3162109375,1.31640625,1.315625,1.3142578125,1.3125,1.31171875,1.3087890625,1.30703125,1.3046875,1.30390625,1.3017578125,1.299609375,1.29765625,1.296484375,1.2943359375,1.292578125,1.291015625,1.288671875,1.2875,1.28515625,1.2837890625,1.2818359375,1.2791015625,1.276953125,1.2763671875,1.273828125,1.2728515625,1.2705078125,1.26875,1.2669921875,1.264453125,1.2630859375,1.261328125,1.2583984375,1.2560546875,1.25390625,1.2509765625,1.2478515625,1.2451171875,1.2423828125,1.23828125,1.234765625,1.2310546875,1.2279296875,1.223046875,1.2185546875,1.21328125,1.208984375,1.203125,1.198046875,1.192578125,1.1861328125,1.1796875,1.17265625,1.1658203125,1.1583984375,1.151171875,1.143359375,1.1359375,1.127734375,1.1193359375,1.1119140625,1.1033203125,1.094140625,1.0857421875,1.0767578125,1.0669921875,1.056640625,1.0474609375,1.0369140625,1.026171875,1.014453125,1.00390625,0.99375,0.9806640625,0.9701171875,0.957421875,0.94453125,0.931640625,0.9181640625,0.90390625,0.889453125,0.8728515625,0.8576171875,0.8412109375,0.82421875,0.805859375,0.78740234375,0.76845703125,0.7494140625,0.7298828125,0.7080078125,0.68564453125,0.66142578125,0.638671875,0.61337890625,0.58701171875,0.56123046875,0.5330078125,0.5044921875,0.4759765625,0.44462890625,0.4134765625,0.38203125,0.351513671875,0.31767578125,0.28349609375,0.250732421875,0.215478515625,0.180615234375,0.1451904296875,0.10849609375,0.072314453125,0.03585205078125,0.0,0.034564208984375,0.06904296875,0.1033203125,0.1373046875,0.16943359375,0.20126953125,0.232568359375,0.26279296875,0.29189453125,0.320458984375,0.34775390625,0.373681640625,0.398583984375,0.423828125,0.44716796875,0.469140625,0.49072265625,0.51201171875,0.53154296875,0.55029296875,0.56845703125,0.5861328125,0.602734375,0.61904296875,0.63466796875,0.64921875,0.66318359375,0.6767578125,0.68994140625,0.702734375,0.71474609375,0.72607421875,0.73740234375,0.74775390625,0.7583984375,0.76826171875,0.777734375,0.78681640625,0.79560546875,0.8041015625,0.81220703125,0.8197265625,0.8275390625,0.8349609375,0.8419921875,0.8486328125,0.8552734375,0.86171875,0.86796875,0.873828125,0.8794921875,0.88515625,0.890625,0.8958984375,0.901171875,0.9060546875,0.9109375,0.915625,0.9203125,0.925,0.92890625,0.93359375,0.9376953125,0.9419921875,0.94609375,0.95,0.95390625,0.9576171875,0.9615234375,0.9650390625,0.96875,0.972265625,0.976171875,0.9796875,0.983203125,0.9865234375,0.9904296875,0.9939453125,0.9970703125,1.0009765625,1.0046875,1.00859375,1.0123046875,1.0166015625,1.021875
t_84,1.31875,1.3189453125,1.318359375,1.3171875,1.315625,1.31484375,1.31171875,1.31015625,1.3078125,1.306640625,1.3046875,1.30234375,1.300390625,1.299609375,1.297265625,1.295703125,1.294140625,1.2921875,1.290625,1.2884765625,1.2869140625,1.28515625,1.2826171875,1.28046875,1.2796875,1.277734375,1.2765625,1.2740234375,1.2728515625,1.270703125,1.268359375,1.266796875,1.265234375,1.2623046875,1.26015625,1.2580078125,1.2552734375,1.25234375,1.25,1.2466796875,1.2427734375,1.239453125,1.2357421875,1.2326171875,1.227734375,1.2234375,1.2181640625,1.2142578125,1.2080078125,1.2033203125,1.198046875,1.191796875,1.1853515625,1.178515625,1.1720703125,1.1646484375,1.1576171875,1.15,1.142578125,1.1345703125,1.1267578125,1.119140625,1.1107421875,1.101953125,1.0935546875,1.0845703125,1.075390625,1.0650390625,1.056640625,1.04609375,1.0353515625,1.02421875,1.0138671875,1.003515625,0.9912109375,0.980859375,0.9685546875,0.95625,0.94375,0.9302734375,0.91640625,0.9025390625,0.886328125,0.8716796875,0.8556640625,0.8392578125,0.8212890625,0.803515625,0.7849609375,0.76640625,0.74755859375,0.72626953125,0.70458984375,0.68115234375,0.658984375,0.63466796875,0.60888671875,0.58408203125,0.55673828125,0.52890625,0.5013671875,0.47099609375,0.440625,0.4099609375,0.380224609375,0.347314453125,0.313916015625,0.281884765625,0.24736328125,0.213134765625,0.1782470703125,0.14208984375,0.106201171875,0.06993408203125,0.034564208984375,0.0,0.034954833984375,0.06934814453125,0.103662109375,0.136181640625,0.1684814453125,0.200341796875,0.231103515625,0.260791015625,0.29013671875,0.318115234375,0.34462890625,0.37041015625,0.3962890625,0.4203125,0.44287109375,0.46533203125,0.48720703125,0.50751953125,0.52685546875,0.5455078125,0.56376953125,0.5810546875,0.59775390625,0.6140625,0.62900390625,0.64326171875,0.65751953125,0.67119140625,0.684375,0.69677734375,0.70859375,0.7203125,0.7310546875,0.74189453125,0.75224609375,0.76201171875,0.77138671875,0.78037109375,0.78935546875,0.79765625,0.8056640625,0.81328125,0.82109375,0.828125,0.835546875,0.8421875,0.848828125,0.855078125,0.861328125,0.8669921875,0.873046875,0.878515625,0.8841796875,0.8896484375,0.89453125,0.8998046875,0.9044921875,0.909375,0.9140625,0.9185546875,0.9228515625,0.9271484375,0.931640625,0.9357421875,0.93984375,0.944140625,0.94765625,0.9517578125,0.9556640625,0.9595703125,0.962890625,0.966796875,0.970703125,0.9744140625,0.978125,0.9814453125,0.9853515625,0.9890625,0.99296875,0.996484375,1.000390625,1.0044921875,1.0087890625,1.0146484375
t_83,1.321484375,1.3216796875,1.32109375,1.31953125,1.3181640625,1.3171875,1.314453125,1.3126953125,1.3103515625,1.309375,1.307421875,1.3052734375,1.303515625,1.3025390625,1.300390625,1.298828125,1.2970703125,1.2953125,1.29375,1.291796875,1.290234375,1.28828125,1.2861328125,1.283984375,1.2830078125,1.28125,1.280078125,1.277734375,1.2763671875,1.2744140625,1.2720703125,1.2705078125,1.2689453125,1.2662109375,1.2638671875,1.262109375,1.259375,1.256640625,1.25390625,1.2509765625,1.247265625,1.24375,1.240234375,1.2373046875,1.2326171875,1.228515625,1.2232421875,1.219140625,1.213671875,1.2087890625,1.2033203125,1.1974609375,1.191015625,1.184375,1.178125,1.1708984375,1.1640625,1.1568359375,1.1494140625,1.1416015625,1.1337890625,1.1263671875,1.1181640625,1.1095703125,1.1013671875,1.09296875,1.08359375,1.073828125,1.0654296875,1.055078125,1.044921875,1.033984375,1.0236328125,1.0138671875,1.001953125,0.9916015625,0.9798828125,0.9673828125,0.955078125,0.942578125,0.9291015625,0.915234375,0.899609375,0.885546875,0.8701171875,0.85390625,0.836328125,0.819140625,0.801171875,0.783203125,0.7650390625,0.74423828125,0.7232421875,0.7005859375,0.6791015625,0.65546875,0.63046875,0.6064453125,0.57998046875,0.5529296875,0.52626953125,0.4966796875,0.46728515625,0.43740234375,0.40869140625,0.3765625,0.343994140625,0.312744140625,0.27900390625,0.245361328125,0.2111328125,0.17548828125,0.1401123046875,0.1041259765625,0.06904296875,0.034954833984375,0.0,0.034832763671875,0.0693603515625,0.10225830078125,0.1349853515625,0.1673583984375,0.1986572265625,0.22890625,0.258984375,0.28759765625,0.31484375,0.3412109375,0.367822265625,0.392626953125,0.41591796875,0.43896484375,0.4615234375,0.4826171875,0.50244140625,0.52177734375,0.540625,0.55830078125,0.57578125,0.59248046875,0.60830078125,0.623046875,0.6376953125,0.65185546875,0.6654296875,0.6783203125,0.69052734375,0.7025390625,0.713671875,0.72509765625,0.7357421875,0.74560546875,0.75556640625,0.76484375,0.773828125,0.78251953125,0.79091796875,0.798828125,0.8068359375,0.8142578125,0.8216796875,0.828515625,0.835546875,0.8421875,0.8484375,0.8544921875,0.860546875,0.8662109375,0.8720703125,0.8775390625,0.8828125,0.8880859375,0.89296875,0.8982421875,0.903125,0.9076171875,0.912109375,0.916796875,0.92109375,0.92578125,0.9296875,0.933984375,0.937890625,0.9419921875,0.94609375,0.95,0.953515625,0.9576171875,0.96171875,0.965234375,0.9693359375,0.9728515625,0.9765625,0.9802734375,0.9841796875,0.9884765625,0.9923828125,0.996484375,1.0013671875,1.006640625
t_82,1.32421875,1.32421875,1.3234375,1.322265625,1.32109375,1.319921875,1.3171875,1.315625,1.31328125,1.3123046875,1.3103515625,1.308203125,1.306640625,1.305078125,1.303515625,1.301953125,1.3,1.2984375,1.296875,1.294921875,1.293359375,1.2916015625,1.289453125,1.2873046875,1.2865234375,1.284375,1.28359375,1.28125,1.2796875,1.278125,1.2755859375,1.2744140625,1.2728515625,1.2703125,1.26796875,1.2658203125,1.2634765625,1.260546875,1.2580078125,1.255078125,1.2515625,1.2482421875,1.244921875,1.2419921875,1.237109375,1.2328125,1.228125,1.2240234375,1.2185546875,1.2140625,1.2087890625,1.202734375,1.1966796875,1.190234375,1.183984375,1.176953125,1.1701171875,1.1630859375,1.155859375,1.1484375,1.140625,1.13359375,1.125390625,1.1169921875,1.108984375,1.100390625,1.0916015625,1.08203125,1.073828125,1.0638671875,1.0537109375,1.04296875,1.033203125,1.023828125,1.01171875,1.001953125,0.9904296875,0.978515625,0.966796875,0.95390625,0.941015625,0.9279296875,0.9125,0.898828125,0.88359375,0.86796875,0.851171875,0.834375,0.8169921875,0.7994140625,0.78173828125,0.76171875,0.74130859375,0.71923828125,0.6984375,0.6755859375,0.65146484375,0.6279296875,0.60234375,0.576171875,0.55029296875,0.52177734375,0.49326171875,0.46416015625,0.4361328125,0.405078125,0.3732421875,0.342822265625,0.30986328125,0.277001953125,0.243505859375,0.208447265625,0.1736083984375,0.1381103515625,0.1033203125,0.06934814453125,0.034832763671875,0.0,0.034832763671875,0.06785888671875,0.10091552734375,0.1336669921875,0.1655029296875,0.196337890625,0.226904296875,0.256201171875,0.284033203125,0.3111328125,0.338525390625,0.3638671875,0.38798828125,0.41171875,0.43505859375,0.456640625,0.4771484375,0.497265625,0.5166015625,0.5349609375,0.55302734375,0.57041015625,0.58662109375,0.6017578125,0.61708984375,0.631640625,0.64580078125,0.65908203125,0.6716796875,0.68408203125,0.695703125,0.707421875,0.718359375,0.7287109375,0.73876953125,0.7486328125,0.7580078125,0.76689453125,0.7755859375,0.78388671875,0.79208984375,0.7998046875,0.807421875,0.8146484375,0.821875,0.828515625,0.83515625,0.84140625,0.8474609375,0.853515625,0.859375,0.8654296875,0.870703125,0.876171875,0.88125,0.8865234375,0.8912109375,0.8962890625,0.901171875,0.9056640625,0.9103515625,0.91484375,0.919140625,0.9236328125,0.927734375,0.93203125,0.9359375,0.9400390625,0.9439453125,0.948046875,0.9521484375,0.9560546875,0.959765625,0.9638671875,0.9677734375,0.9716796875,0.9759765625,0.9798828125,0.9837890625,0.9884765625,0.99296875,0.99921875
